,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,paths
0,0,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,0.007113641,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,0.9913914,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,3.114528e-05,./maildir/lewis-a/all_documents/119.
1,1,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,0.5168738,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,0.05473376,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,0.42573038,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,5.663989e-05,./maildir/lewis-a/all_documents/186.
2,2,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,0.99947786,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,1.06557245e-05,./maildir/lewis-a/all_documents/155.
3,3,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,0.47808686,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,0.13791744,4.0172417e-05,4.0172417e-05,0.03866248,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,0.3434853,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,4.0172417e-05,./maildir/lewis-a/all_documents/38.
4,4,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,0.100426234,0.006747691,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,0.8902215,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,5.5417462e-05,./maildir/lewis-a/all_documents/54.
5,5,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.96078473,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,0.0008003117,./maildir/lewis-a/all_documents/133.
6,6,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,0.8492672,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,0.14899305,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,3.6245194e-05,./maildir/lewis-a/all_documents/80.
7,7,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.56554466,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.41844127,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,0.00033362606,./maildir/lewis-a/all_documents/71.
8,8,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.3959854,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.58166146,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,0.00046569126,./maildir/lewis-a/all_documents/43.
9,9,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,4.8871454e-05,2.54848e-05,2.54848e-05,0.046477452,0.35689414,2.54848e-05,0.52702695,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,0.06840571,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,2.54848e-05,./maildir/lewis-a/all_documents/90.
